"","PC1","PC2","label"
"1",-1.93653868166986,4.7969632207311,4
"2",-1.65415902744465,2.46443481427655,6
"3",-1.25205714909349,1.67989582232687,6
"4",1.58122864427651,-1.00199878571187,1
"5",-3.05087651531751,4.65304467377677,4
"6",-0.385077876743949,5.55625541490076,4
"7",-1.60380096519269,2.46835384045365,6
"8",-3.2160422839693,0.414440199739329,7
"9",-0.593167931357224,6.18551291498752,4
"10",0.284170663540175,4.34817708964613,4
"11",-2.85697720181186,4.83066974720184,4
"12",-6.52856384330085,1.97529588995353,7
"13",-0.0873612531938678,1.82773339545831,6
"14",0.140003072365705,-0.383368988301552,1
"15",0.538535373113478,-0.779527035772521,1
"16",0.497096625076708,2.09308743808477,6
"17",-0.954633437486536,-1.15248600382858,1
"18",-0.840890286560807,1.35698160501145,6
"19",0.639338150102763,-0.668177146940788,1
"20",-1.71671051201068,4.93361435884091,4
"21",-0.493108512701894,-1.47148119496689,1
"22",-1.03071060998677,3.55584388892475,4
"23",-6.0485650364777,1.51506324740642,7
"24",0.222912586575739,4.18708516087002,4
"25",-1.31879241503646,0.998266554920101,6
"26",-2.43198465105306,4.50149590885516,4
"27",-5.45267774108542,0.18060730765967,7
"28",-0.0565243133449355,0.149995486472294,1
"29",-2.61149966691659,4.0896360458536,4
"30",0.453640770947396,4.48090920157883,4
"31",-0.0735355649677411,1.82147377442705,6
"32",-1.81016849950724,3.12606603379315,4
"33",-2.56860447671521,-0.739557063277122,1
"34",-1.79806533157984,3.09135171950915,4
"35",-5.95482462429228,0.39642651342192,7
"36",0.141194198806927,-0.462872439488363,1
"37",-3.90060642897754,-3.45747075828852,2
"38",-4.2745766110589,3.16533289673072,7
"39",-1.50606122299754,3.88109870109432,4
"40",-2.62760648485743,4.29541614217735,4
"41",-2.4163837279975,3.62733088814698,4
"42",1.46262781614908,1.10356418649264,6
"43",-2.80487542143662,0.091525982423909,7
"44",-6.74410887202915,2.50428987394675,7
"45",-2.44544528639769,3.70713257740585,4
"46",-1.46780632867298,3.91973204155542,4
