"","PC1","PC2","label"
"1",-1.93653868166986,4.7969632207311,2
"2",-1.65415902744465,2.46443481427655,2
"3",-1.25205714909349,1.67989582232687,4
"4",1.58122864427651,-1.00199878571187,4
"5",-3.05087651531751,4.65304467377677,2
"6",-0.385077876743949,5.55625541490076,2
"7",-1.60380096519269,2.46835384045365,2
"8",-3.2160422839693,0.414440199739329,3
"9",-0.593167931357224,6.18551291498752,2
"10",0.284170663540175,4.34817708964613,2
"11",-2.85697720181186,4.83066974720184,2
"12",-6.52856384330085,1.97529588995353,3
"13",-0.0873612531938678,1.82773339545831,4
"14",0.140003072365705,-0.383368988301552,4
"15",0.538535373113478,-0.779527035772521,4
"16",0.497096625076708,2.09308743808477,2
"17",-0.954633437486536,-1.15248600382858,4
"18",-0.840890286560807,1.35698160501145,4
"19",0.639338150102763,-0.668177146940788,4
"20",-1.71671051201068,4.93361435884091,2
"21",-0.493108512701894,-1.47148119496689,4
"22",-1.03071060998677,3.55584388892475,2
"23",-6.0485650364777,1.51506324740642,3
"24",0.222912586575739,4.18708516087002,2
"25",-1.31879241503646,0.998266554920101,4
"26",-2.43198465105306,4.50149590885516,2
"27",-5.45267774108542,0.18060730765967,3
"28",-0.0565243133449355,0.149995486472294,4
"29",-2.61149966691659,4.0896360458536,2
"30",0.453640770947396,4.48090920157883,2
"31",-0.0735355649677411,1.82147377442705,4
"32",-1.81016849950724,3.12606603379315,2
"33",-2.56860447671521,-0.739557063277122,4
"34",-1.79806533157984,3.09135171950915,2
"35",-5.95482462429228,0.39642651342192,3
"36",0.141194198806927,-0.462872439488363,4
"37",-3.90060642897754,-3.45747075828852,5
"38",-4.2745766110589,3.16533289673072,3
"39",-1.50606122299754,3.88109870109432,2
"40",-2.62760648485743,4.29541614217735,2
"41",-2.4163837279975,3.62733088814698,2
"42",1.46262781614908,1.10356418649264,4
"43",-2.80487542143662,0.091525982423909,3
"44",-6.74410887202915,2.50428987394675,3
"45",-2.44544528639769,3.70713257740585,2
"46",-1.46780632867298,3.91973204155542,2
"47",-5.51686149156351,0.182947902513823,3
"48",-1.97756548901257,3.29189742876903,2
"49",-6.20994864581846,1.26776643781732,3
"50",-6.18758778171831,-0.704256899799713,3
"51",-1.5454507144957,3.12770930496027,2
"52",-0.886804305851586,2.92892698369214,2
"53",0.689696212354726,-0.66425812076368,4
"54",-0.562711866204636,2.15298820762788,2
"55",-6.66782195362366,2.4672349648086,3
"56",0.701063735419385,-1.48639412660831,4
"57",-6.32047378868757,1.34603838986677,3
"58",-1.72588939265672,3.74444756298451,2
"59",-3.60158749079371,0.958787029100307,3
"60",0.552361061339605,-0.785786656803783,4
"61",-1.65252676153259,4.93127376398676,2
"62",0.439815082721269,4.48716882261009,2
"63",0.517824521425485,4.47856860672468,2
"64",-1.81152596692447,2.29698838805985,2
"65",0.991354729048803,-0.0806710505301035,4
"66",-2.31280543608877,2.66321713554468,3
"67",-6.73218543742926,2.0632339169732,3
"68",-6.88765012328284,2.33058382669879,3
"69",-1.7548888746703,-2.17106837798752,5
"70",-3.63720314582097,1.76531866047955,3
"71",0.698263199586507,3.86183034870044,2
"72",-5.93926731060016,0.371842152232766,3
"73",-3.57393611434145,0.946267787037784,3
"74",-2.33560237627513,5.08516312376252,2
"75",-3.50883564486479,1.76063747077125,3
"76",-0.561918561385591,1.12246563978984,4
"77",-2.55304716302309,-0.764141424466275,4
"78",-3.91443211720367,-3.45121113725725,5
"79",-1.95174137398044,1.28322461083622,3
"80",1.39212489499928,-0.234674025082512,4
