"","PC1","PC2","PC3","label"
"1",-1.93653868166986,4.7969632207311,-3.51172656898289,1
"2",-1.65415902744465,2.46443481427655,-3.88090618477412,1
"3",-1.25205714909349,1.67989582232687,-3.56450568250409,1
"4",1.58122864427651,-1.00199878571187,-1.25558686355454,1
"5",-3.05087651531751,4.65304467377677,-3.45598609945903,1
"6",-0.385077876743949,5.55625541490076,-3.18936391706382,1
"7",-1.60380096519269,2.46835384045365,-3.70416202526077,1
"8",-3.2160422839693,0.414440199739329,-3.17229645248399,1
"9",-0.593167931357224,6.18551291498752,-3.46046243793942,1
"10",0.284170663540175,4.34817708964613,-3.46120189378282,1
"11",-2.85697720181186,4.83066974720184,-3.43070915101217,1
"12",-6.52856384330085,1.97529588995353,-4.39422540647655,1
"13",-0.0873612531938678,1.82773339545831,-3.44350199251461,1
"14",0.140003072365705,-0.383368988301552,-1.46573328055181,1
"15",0.538535373113478,-0.779527035772521,-0.619777719536533,1
"16",0.497096625076708,2.09308743808477,-3.8881175470747,1
"17",-0.954633437486536,-1.15248600382858,-1.14048621330924,1
"18",-0.840890286560807,1.35698160501145,-3.78173594409325,1
"19",0.639338150102763,-0.668177146940788,-1.64046724446869,1
"20",-1.71671051201068,4.93361435884091,-3.90646819065741,1
"21",-0.493108512701894,-1.47148119496689,-1.18097231538504,1
"22",-1.03071060998677,3.55584388892475,-4.08471900658617,1
"23",-6.0485650364777,1.51506324740642,-4.36879818966919,1
"24",0.222912586575739,4.18708516087002,-3.09666648047749,1
"25",-1.31879241503646,0.998266554920101,-3.36566031851626,1
"26",-2.43198465105306,4.50149590885516,-3.87178561861554,1
"27",-5.45267774108542,0.18060730765967,-4.0799283889757,1
"28",-0.0565243133449355,0.149995486472294,-1.06549961288575,1
"29",-2.61149966691659,4.0896360458536,-3.02486901849086,1
"30",0.453640770947396,4.48090920157883,-4.03268767497068,1
"31",-0.0735355649677411,1.82147377442705,-3.66734819852883,1
"32",-1.81016849950724,3.12606603379315,-4.00293438804343,1
"33",-2.56860447671521,-0.739557063277122,-1.49768689542593,1
"34",-1.79806533157984,3.09135171950915,-4.19910675215058,1
"35",-5.95482462429228,0.39642651342192,-3.63375242273909,1
"36",0.141194198806927,-0.462872439488363,-0.626393663961599,1
"37",-3.90060642897754,-3.45747075828852,-2.37389576435607,1
"38",-4.2745766110589,3.16533289673072,-3.15944041661795,1
"39",-1.50606122299754,3.88109870109432,-3.82038669849614,1
"40",-2.62760648485743,4.29541614217735,-3.86938872515534,1
"41",-2.4163837279975,3.62733088814698,-3.52640477715702,1
"42",1.46262781614908,1.10356418649264,-0.584712979684085,1
"43",-2.80487542143662,0.091525982423909,-3.38952671407314,1
"44",-6.74410887202915,2.50428987394675,-4.1793920383476,1
"45",-2.44544528639769,3.70713257740585,-3.17827163415837,1
