"","PC1","PC2","PC3","label"
"1",-1.93653868166986,4.7969632207311,-3.51172656898289,2
"2",-1.65415902744465,2.46443481427655,-3.88090618477412,2
"3",-1.25205714909349,1.67989582232687,-3.56450568250409,2
"4",1.58122864427651,-1.00199878571187,-1.25558686355454,3
"5",-3.05087651531751,4.65304467377677,-3.45598609945903,2
"6",-0.385077876743949,5.55625541490076,-3.18936391706382,2
"7",-1.60380096519269,2.46835384045365,-3.70416202526077,2
"8",-3.2160422839693,0.414440199739329,-3.17229645248399,3
"9",-0.593167931357224,6.18551291498752,-3.46046243793942,2
"10",0.284170663540175,4.34817708964613,-3.46120189378282,2
"11",-2.85697720181186,4.83066974720184,-3.43070915101217,2
"12",-6.52856384330085,1.97529588995353,-4.39422540647655,2
"13",-0.0873612531938678,1.82773339545831,-3.44350199251461,2
"14",0.140003072365705,-0.383368988301552,-1.46573328055181,3
"15",0.538535373113478,-0.779527035772521,-0.619777719536533,3
"16",0.497096625076708,2.09308743808477,-3.8881175470747,2
"17",-0.954633437486536,-1.15248600382858,-1.14048621330924,3
"18",-0.840890286560807,1.35698160501145,-3.78173594409325,2
"19",0.639338150102763,-0.668177146940788,-1.64046724446869,3
"20",-1.71671051201068,4.93361435884091,-3.90646819065741,2
"21",-0.493108512701894,-1.47148119496689,-1.18097231538504,3
"22",-1.03071060998677,3.55584388892475,-4.08471900658617,2
"23",-6.0485650364777,1.51506324740642,-4.36879818966919,3
"24",0.222912586575739,4.18708516087002,-3.09666648047749,2
"25",-1.31879241503646,0.998266554920101,-3.36566031851626,2
"26",-2.43198465105306,4.50149590885516,-3.87178561861554,2
"27",-5.45267774108542,0.18060730765967,-4.0799283889757,3
"28",-0.0565243133449355,0.149995486472294,-1.06549961288575,3
"29",-2.61149966691659,4.0896360458536,-3.02486901849086,2
"30",0.453640770947396,4.48090920157883,-4.03268767497068,2
"31",-0.0735355649677411,1.82147377442705,-3.66734819852883,2
"32",-1.81016849950724,3.12606603379315,-4.00293438804343,2
"33",-2.56860447671521,-0.739557063277122,-1.49768689542593,3
"34",-1.79806533157984,3.09135171950915,-4.19910675215058,2
"35",-5.95482462429228,0.39642651342192,-3.63375242273909,3
"36",0.141194198806927,-0.462872439488363,-0.626393663961599,3
"37",-3.90060642897754,-3.45747075828852,-2.37389576435607,3
"38",-4.2745766110589,3.16533289673072,-3.15944041661795,2
"39",-1.50606122299754,3.88109870109432,-3.82038669849614,2
"40",-2.62760648485743,4.29541614217735,-3.86938872515534,2
"41",-2.4163837279975,3.62733088814698,-3.52640477715702,2
"42",1.46262781614908,1.10356418649264,-0.584712979684085,2
"43",-2.80487542143662,0.091525982423909,-3.38952671407314,3
"44",-6.74410887202915,2.50428987394675,-4.1793920383476,2
"45",-2.44544528639769,3.70713257740585,-3.17827163415837,2
"46",-1.46780632867298,3.91973204155542,-3.44747017487563,2
"47",-5.51686149156351,0.182947902513823,-4.03282634247482,3
"48",-1.97756548901257,3.29189742876903,-4.19132745077462,2
"49",-6.20994864581846,1.26776643781732,-4.79804705908037,3
"50",-6.18758778171831,-0.704256899799713,-1.64230962677954,3
"51",-1.5454507144957,3.12770930496027,-2.70685414391759,2
"52",-0.886804305851586,2.92892698369214,-3.7665184392097,2
"53",0.689696212354726,-0.66425812076368,-1.46372308495534,3
"54",-0.562711866204636,2.15298820762788,-3.17916968442458,2
"55",-6.66782195362366,2.4672349648086,-4.42266644895563,2
"56",0.701063735419385,-1.48639412660831,-1.52778165819003,3
"57",-6.32047378868757,1.34603838986677,-4.12312688560096,3
"58",-1.72588939265672,3.74444756298451,-3.42564507682162,2
"59",-3.60158749079371,0.958787029100307,-1.14930786440889,3
"60",0.552361061339605,-0.785786656803783,-0.843623925550754,3
"61",-1.65252676153259,4.93127376398676,-3.95357023715828,2
"62",0.439815082721269,4.48716882261009,-3.80884146895646,2
"63",0.517824521425485,4.47856860672468,-4.07978972147155,2
"64",-1.81152596692447,2.29698838805985,-3.50559276769341,2
"65",0.991354729048803,-0.0806710505301035,-1.78531247092802,3
"66",-2.31280543608877,2.66321713554468,-2.821241889482,2
"67",-6.73218543742926,2.0632339169732,-4.58627466489061,2
"68",-6.88765012328284,2.33058382669879,-4.02792482728111,2
"69",-1.7548888746703,-2.17106837798752,-1.10278344821973,3
"70",-3.63720314582097,1.76531866047955,-3.54260032811866,2
"71",0.698263199586507,3.86183034870044,-3.36099878856752,2
"72",-5.93926731060016,0.371842152232766,-3.88576356481191,3
"73",-3.57393611434145,0.946267787037784,-1.59700027643733,3
"74",-2.33560237627513,5.08516312376252,-3.4906686715009,2
"75",-3.50883564486479,1.76063747077125,-3.63680442112041,2
"76",-0.561918561385591,1.12246563978984,-3.3127638457964,2
"77",-2.55304716302309,-0.764141424466275,-1.74969803749876,3
"78",-3.91443211720367,-3.45121113725725,-2.15004955834185,3
"79",-1.95174137398044,1.28322461083622,-1.091919890591,2
"80",1.39212489499928,-0.234674025082512,-1.00077585428272,3
"81",-5.50428076052237,-0.98529592953872,-3.73930589519146,3
"82",-0.218447806018174,-1.26040877931422,-0.902172893149502,3
"83",0.644029357048885,-1.44303090232537,-0.604231898074544,3
"84",-6.53709346210824,1.03530262041576,-4.24818203065651,3
"85",0.934320350678303,-0.0373078262471663,-0.861762710812534,3
"86",-6.74546633944638,1.67521222821345,-3.68205041799758,3
"87",-1.90163857355609,2.34030291822926,-3.03847215107116,2
"88",-5.57786569293263,-2.09175189398835,-1.57777712625181,3
"89",-0.409258026640609,-0.627280947163881,-1.45295639800499,3
"90",-0.428269486097442,-0.612826539069569,-1.14510647796649,3
"91",-1.51952185834217,3.08673536964502,-3.12687271403897,2
"92",-0.762638038764445,6.05278080305482,-2.88897665675156,2
"93",0.0807288027392738,4.84245675935535,-3.44254088976102,2
"94",0.619609556296296,-0.843493076071966,-1.86491933600877,3
"95",-0.221390560322708,5.10920930153805,-2.56416014495002,2
"96",-2.83698328916851,-1.03370884511951,-1.89953656317616,3
"97",-3.1150602657956,4.65538526863092,-3.40888405295816,2
"98",-0.195461704169175,5.0682353662228,-2.9841787150714,2
"99",-0.568373672377297,5.42978292399932,-2.39403192986174,2
"100",-1.44947363326877,-1.30055512630557,-1.03250473638507,3
"101",-2.46731525809626,3.23898145825366,-3.96005139250742,2
"102",-6.11036928588344,0.687804041911191,-4.71742343431849,3
"103",-3.03819987954332,5.00276076320898,-3.39525600772914,2
"104",0.504363886080856,3.68420527527537,-3.38627573701438,2
"105",-2.84315151358574,4.82441012617058,-3.65455535702639,2
"106",-6.77539412757363,2.10033752022487,-3.88657111078934,2
"107",-2.01496782772537,2.79126805776907,-3.48693176367161,2
"108",0.0764470480406924,5.23726022376245,-3.22985001913963,2
"109",-2.13998054247076,5.29124289044032,-3.4930655649611,2
"110",-6.33001772221512,0.957494546490934,-4.11197155020813,3
"111",1.66207795376693,0.47237152037409,-0.173771966818544,2
